Date,Region,Category,Supplier,Warehouse,Order Status,Units Sold,Inventory Level,Transportation Cost,Order Accuracy,Lead Time (Days),Backorder,Cost of Goods Sold (COGS),Average Inventory,Warehouse Capacity
29-02-24,Montreal South,Home Appliances,ElectraTech Inc.,Laval Distribution Center,Fulfilled,917,900,1550.64,TRUE,16,FALSE,64301.79,1963.3,10612
01-03-24,Montreal West,Home Appliances,Nova Distribution,Laval Distribution Center,Pending,955,2843,14814.47,TRUE,26,FALSE,61850.4,4498.8,5163
02-03-24,Montreal South,Computer Peripherals,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,902,5626,10926.83,TRUE,1,FALSE,135440.14,2739.1,8005
03-03-24,Montreal South,Smart Devices,Nova Distribution,Laval Distribution Center,Fulfilled,910,794,915.29,TRUE,4,FALSE,118478.18,2236.7,7632
04-03-24,Montreal South,Home Appliances,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,164,4466,13404.67,TRUE,20,FALSE,12568.1,2253.3,6406
05-03-24,Montreal East,Home Appliances,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,182,956,8305.79,TRUE,26,FALSE,21152.27,2922.4,11193
05-03-24,Montreal North,Smart Devices,PixelSource Ltd.,Verdun Storage Facility,Canceled,578,4459,9311.47,TRUE,18,FALSE,77170.04,3832,10472
06-03-24,Montreal North,Computer Peripherals,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,116,2699,15902.31,TRUE,28,FALSE,5746.76,2058.2,8187
07-03-24,Montreal North,Computer Peripherals,Nova Distribution,Verdun Storage Facility,Fulfilled,965,1011,14344.13,TRUE,28,FALSE,85250.52,2004.6,6493
08-03-24,Montreal West,Computer Peripherals,Nova Distribution,Laval Distribution Center,Pending,244,1879,3130.62,TRUE,28,FALSE,33508.88,3709.9,5081
09-03-24,Montreal North,Smart Devices,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,636,5621,12769.96,TRUE,23,FALSE,37988.41,4831.5,8987
10-03-24,Montreal East,Consumer Electronics,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,587,3399,9513.88,FALSE,20,FALSE,41253.25,2276.3,8038
10-03-24,Montreal North,Smart Devices,PixelSource Ltd.,Ville-Marie Hub,Canceled,778,678,10389.48,TRUE,3,TRUE,23302.03,2283,8379
11-03-24,Montreal West,Smart Devices,Nova Distribution,Verdun Storage Facility,Pending,588,3204,3591.63,TRUE,3,FALSE,128382.9,3336.7,5988
12-03-24,Montreal East,Computer Peripherals,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,641,2565,11926.17,TRUE,5,FALSE,119918.09,1578.3,8998
13-03-24,Montreal East,Computer Peripherals,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,87,551,3500.08,TRUE,5,FALSE,18895.2,2714.7,10757
14-03-24,Montreal North,Smart Devices,Nova Distribution,Verdun Storage Facility,Fulfilled,858,3474,14684.32,TRUE,5,FALSE,57401.13,4317.2,8483
15-03-24,Montreal North,Smart Devices,ElectraTech Inc.,Laval Distribution Center,Pending,465,3101,6485.87,TRUE,3,FALSE,13819.86,3582.5,7807
16-03-24,Montreal North,Computer Peripherals,ElectraTech Inc.,Ville-Marie Hub,Pending,672,4187,910.61,TRUE,5,FALSE,74124.08,4090.8,10855
16-03-24,Montreal North,Consumer Electronics,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,1080,5063,2411.85,TRUE,15,FALSE,153653.09,3487.6,5363
17-03-24,Montreal South,Consumer Electronics,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,523,549,13141.57,TRUE,22,FALSE,59410.52,2032.4,8610
18-03-24,Montreal East,Smart Devices,Nova Distribution,Verdun Storage Facility,Pending,688,3181,2573.29,TRUE,13,FALSE,88757.86,2043.4,7425
19-03-24,Montreal West,Home Appliances,PixelSource Ltd.,Laval Distribution Center,Fulfilled,1074,587,12074.74,TRUE,2,FALSE,107301.61,1183,6207
20-03-24,Montreal West,Smart Devices,Montelix Supply Co.,Laval Distribution Center,Fulfilled,964,1774,19038.51,TRUE,24,FALSE,123388.8,3300.3,11194
21-03-24,Montreal East,Computer Peripherals,PixelSource Ltd.,Ville-Marie Hub,Pending,785,5061,8352.8,TRUE,24,FALSE,135685.07,4215.3,8718
21-03-24,Montreal East,Computer Peripherals,PixelSource Ltd.,Ville-Marie Hub,Pending,637,3892,9339.05,TRUE,18,FALSE,47800.83,2202.6,7566
22-03-24,Montreal East,Computer Peripherals,Montelix Supply Co.,Laval Distribution Center,Pending,322,949,15159.44,FALSE,18,FALSE,41475.52,1089.5,5034
23-03-24,Montreal East,Smart Devices,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,107,1110,2368.7,TRUE,17,FALSE,13172.01,3310.4,5930
24-03-24,Montreal North,Smart Devices,PixelSource Ltd.,Ville-Marie Hub,Pending,635,4789,12184.49,FALSE,3,FALSE,59431.62,3307.6,10716
25-03-24,Montreal South,Smart Devices,Montelix Supply Co.,Laval Distribution Center,Fulfilled,715,1222,9909.04,TRUE,18,FALSE,58626.14,2528.5,5089
26-03-24,Montreal West,Smart Devices,ElectraTech Inc.,Laval Distribution Center,Fulfilled,645,2933,8633.05,FALSE,22,FALSE,94675,2336.3,10428
26-03-24,Montreal South,Computer Peripherals,PixelSource Ltd.,Laval Distribution Center,Fulfilled,826,1325,5987.56,TRUE,4,FALSE,183709.8,2126.9,6615
27-03-24,Montreal South,Computer Peripherals,Nova Distribution,Verdun Storage Facility,Fulfilled,1060,2993,3176.94,TRUE,5,FALSE,104777.48,3127,9943
28-03-24,Montreal West,Computer Peripherals,Montelix Supply Co.,Laval Distribution Center,Fulfilled,854,1869,12028.45,TRUE,27,FALSE,149243.71,1367.6,6099
29-03-24,Montreal West,Consumer Electronics,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,593,759,3751.43,TRUE,21,FALSE,92557.88,3164,9799
30-03-24,Montreal South,Home Appliances,Nova Distribution,Verdun Storage Facility,Fulfilled,435,4576,12370.53,TRUE,29,FALSE,30044.49,3299.8,6331
31-03-24,Montreal North,Smart Devices,PixelSource Ltd.,Verdun Storage Facility,Pending,641,1682,8247.89,TRUE,29,FALSE,76898.45,3665,8121
31-03-24,Montreal East,Smart Devices,PixelSource Ltd.,Laval Distribution Center,Fulfilled,446,3553,2115.27,TRUE,25,FALSE,26148.34,2474.8,8064
01-04-24,Montreal East,Computer Peripherals,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,960,275,13023.9,TRUE,7,FALSE,47969.03,2083.5,8047
02-04-24,Montreal West,Home Appliances,Montelix Supply Co.,Laval Distribution Center,Fulfilled,209,3691,11546.47,TRUE,21,FALSE,41157.5,2094.1,8473
03-04-24,Montreal South,Smart Devices,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,661,634,14631.24,TRUE,24,FALSE,21059.23,1920.3,8566
04-04-24,Montreal East,Consumer Electronics,Nova Distribution,Ville-Marie Hub,Pending,376,2454,14073.65,TRUE,15,FALSE,29635.84,1741.7,10967
05-04-24,Montreal South,Consumer Electronics,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,661,980,7813.62,TRUE,20,FALSE,71040.04,1932.2,5097
05-04-24,Montreal East,Computer Peripherals,Montelix Supply Co.,Laval Distribution Center,Fulfilled,356,2577,2629.03,TRUE,6,FALSE,48747.67,2012.4,5831
06-04-24,Montreal North,Home Appliances,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,1108,1707,3919.89,TRUE,27,FALSE,159522.2,3654.1,9233
07-04-24,Montreal West,Consumer Electronics,Nova Distribution,Laval Distribution Center,Fulfilled,1030,4936,7710.43,TRUE,22,TRUE,30571.75,3895.2,8061
08-04-24,Montreal West,Smart Devices,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,980,3840,12328.13,TRUE,15,TRUE,131873.19,4307.1,6545
09-04-24,Montreal South,Home Appliances,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,239,5053,1254.73,TRUE,27,FALSE,18252.22,4742.9,8803
10-04-24,Montreal North,Consumer Electronics,Nova Distribution,Laval Distribution Center,Fulfilled,1045,5046,7018.04,TRUE,27,FALSE,33317.41,2901.6,8669
10-04-24,Montreal North,Consumer Electronics,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,142,593,7036.43,FALSE,10,FALSE,22353.09,2394.3,9792
11-04-24,Montreal West,Computer Peripherals,Nova Distribution,Laval Distribution Center,Fulfilled,136,3563,16617.13,TRUE,25,FALSE,17978.08,1970.8,5913
12-04-24,Montreal North,Smart Devices,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,518,418,2279.02,TRUE,3,FALSE,29331.19,2285,8606
13-04-24,Montreal East,Home Appliances,Nova Distribution,Laval Distribution Center,Pending,925,2887,1101.59,TRUE,26,FALSE,40197.46,2661.8,7942
14-04-24,Montreal East,Smart Devices,PixelSource Ltd.,Laval Distribution Center,Fulfilled,328,2348,4883.94,TRUE,1,TRUE,60061.25,1514.7,6275
15-04-24,Montreal North,Consumer Electronics,ElectraTech Inc.,Laval Distribution Center,Fulfilled,401,344,12360.7,TRUE,15,FALSE,63505.04,961,7966
15-04-24,Montreal West,Consumer Electronics,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,323,1528,10345.67,TRUE,3,FALSE,11503.13,3149.8,7508
16-04-24,Montreal East,Home Appliances,ElectraTech Inc.,Laval Distribution Center,Pending,772,3295,2201.39,TRUE,13,FALSE,174019.64,3295.5,10996
17-04-24,Montreal South,Computer Peripherals,Nova Distribution,Ville-Marie Hub,Fulfilled,74,3093,2751.26,TRUE,7,FALSE,6700.34,3070.9,7088
18-04-24,Montreal North,Home Appliances,PixelSource Ltd.,Laval Distribution Center,Fulfilled,1027,3874,3617.73,TRUE,2,FALSE,95657.56,3151.6,9565
19-04-24,Montreal West,Consumer Electronics,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,275,2934,8045.49,TRUE,22,FALSE,25799.4,1818.5,6299
20-04-24,Montreal North,Computer Peripherals,PixelSource Ltd.,Laval Distribution Center,Fulfilled,927,185,4339.3,TRUE,29,FALSE,76635.31,1020.3,6498
20-04-24,Montreal North,Home Appliances,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,842,1918,5537.51,TRUE,26,FALSE,69612.55,2620.9,9133
21-04-24,Montreal North,Home Appliances,Nova Distribution,Verdun Storage Facility,Fulfilled,653,4117,3143.65,TRUE,29,FALSE,131445.45,3257.6,8747
22-04-24,Montreal North,Computer Peripherals,ElectraTech Inc.,Verdun Storage Facility,Canceled,1002,1450,7242.71,TRUE,10,FALSE,27325.3,2559.5,8442
23-04-24,Montreal West,Home Appliances,Nova Distribution,Ville-Marie Hub,Fulfilled,481,3349,12369.43,TRUE,21,FALSE,65125.32,2820.1,6050
24-04-24,Montreal East,Home Appliances,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,841,1187,3487.65,TRUE,12,FALSE,144577.06,1688.2,6846
25-04-24,Montreal South,Smart Devices,PixelSource Ltd.,Laval Distribution Center,Fulfilled,130,1443,9581.97,FALSE,15,FALSE,6872.53,2112.1,9072
26-04-24,Montreal South,Smart Devices,Nova Distribution,Ville-Marie Hub,Fulfilled,875,2514,15191.05,TRUE,26,FALSE,156597.83,2240.8,8555
26-04-24,Montreal South,Home Appliances,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,689,1600,8509.28,TRUE,19,FALSE,114195.28,2395.2,7006
27-04-24,Montreal West,Consumer Electronics,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,614,2140,10087.05,TRUE,16,FALSE,85254.88,2718.9,7061
28-04-24,Montreal West,Home Appliances,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,562,2297,17295.42,TRUE,26,FALSE,44829.75,2862.1,8681
29-04-24,Montreal South,Smart Devices,Nova Distribution,Laval Distribution Center,Fulfilled,320,2893,14300.53,TRUE,20,FALSE,41144.41,3543.3,8524
30-04-24,Montreal South,Smart Devices,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,620,2282,11525.41,TRUE,16,FALSE,141127.41,2695.4,6107
01-05-24,Montreal West,Consumer Electronics,PixelSource Ltd.,Laval Distribution Center,Fulfilled,427,2454,5372,TRUE,17,FALSE,34562.66,2270.1,10652
01-05-24,Montreal North,Consumer Electronics,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,681,1642,7889.12,FALSE,12,FALSE,40445,2662.7,4827
02-05-24,Montreal North,Computer Peripherals,PixelSource Ltd.,Verdun Storage Facility,Pending,660,3686,4998.68,TRUE,28,FALSE,75762.81,2650.2,8180
03-05-24,Montreal South,Computer Peripherals,Montelix Supply Co.,Laval Distribution Center,Fulfilled,800,600,13166.8,TRUE,29,FALSE,97708.11,2647,7855
04-05-24,Montreal West,Consumer Electronics,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,615,5310,1609.25,FALSE,5,TRUE,13366.01,2973.9,8374
05-05-24,Montreal South,Computer Peripherals,Nova Distribution,Laval Distribution Center,Fulfilled,786,1274,12747.32,FALSE,16,FALSE,53998.32,2760.6,7213
06-05-24,Montreal East,Smart Devices,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,411,3968,5004.63,TRUE,24,FALSE,65656.39,4599.6,6203
06-05-24,Montreal West,Smart Devices,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,171,5619,9836.39,TRUE,7,FALSE,46616.88,3087.6,11514
07-05-24,Montreal North,Home Appliances,Nova Distribution,Laval Distribution Center,Pending,690,444,3552.73,TRUE,20,FALSE,138902.49,1168.9,7676
08-05-24,Montreal South,Consumer Electronics,Nova Distribution,Laval Distribution Center,Pending,369,1403,5852.46,TRUE,10,TRUE,43432.23,2128.8,9104
09-05-24,Montreal East,Smart Devices,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,944,2378,5017.34,TRUE,7,FALSE,239380.75,3040.8,10311
10-05-24,Montreal North,Consumer Electronics,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,398,4858,12122.07,TRUE,2,FALSE,61647.27,4214.6,10160
11-05-24,Montreal North,Computer Peripherals,Montelix Supply Co.,Laval Distribution Center,Fulfilled,716,3324,5805.16,TRUE,25,FALSE,75712.67,2632.5,7359
11-05-24,Montreal South,Computer Peripherals,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,616,157,1539.28,FALSE,1,FALSE,68491.92,1704.2,6622
12-05-24,Montreal North,Computer Peripherals,Nova Distribution,Laval Distribution Center,Fulfilled,763,3647,4681.09,TRUE,17,FALSE,142750.08,1926.8,5842
13-05-24,Montreal West,Computer Peripherals,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,600,847,16295.41,TRUE,14,FALSE,130708.79,658.3,7000
14-05-24,Montreal South,Home Appliances,Montelix Supply Co.,Laval Distribution Center,Fulfilled,886,461,12479.18,TRUE,26,FALSE,159068.62,1876.3,9361
15-05-24,Montreal West,Computer Peripherals,PixelSource Ltd.,Laval Distribution Center,Fulfilled,165,2923,3626.19,TRUE,5,FALSE,7647.6,3945.3,8174
16-05-24,Montreal North,Home Appliances,PixelSource Ltd.,Laval Distribution Center,Fulfilled,689,5636,7986.61,TRUE,10,FALSE,19214.85,5214.5,9013
16-05-24,Montreal West,Home Appliances,ElectraTech Inc.,Laval Distribution Center,Fulfilled,431,5258,3702.77,TRUE,13,FALSE,47083.89,3490.1,10668
17-05-24,Montreal West,Home Appliances,Montelix Supply Co.,Laval Distribution Center,Pending,624,1406,13932.91,TRUE,5,FALSE,74415.74,2594.4,7682
18-05-24,Montreal East,Home Appliances,ElectraTech Inc.,Verdun Storage Facility,Pending,484,4861,2391.3,TRUE,18,FALSE,62754.57,3415.6,10477
19-05-24,Montreal South,Home Appliances,ElectraTech Inc.,Laval Distribution Center,Pending,193,2816,13411.12,TRUE,1,FALSE,12776.87,2398.8,8811
20-05-24,Montreal East,Smart Devices,ElectraTech Inc.,Laval Distribution Center,Fulfilled,902,1661,13731.42,TRUE,3,FALSE,120576.3,2748.5,7372
21-05-24,Montreal North,Home Appliances,Nova Distribution,Laval Distribution Center,Pending,618,3144,8078.22,TRUE,27,FALSE,50668.5,3488.2,7835
21-05-24,Montreal West,Computer Peripherals,PixelSource Ltd.,Laval Distribution Center,Fulfilled,576,3382,10447.36,TRUE,6,FALSE,113875.99,4852.8,6399
22-05-24,Montreal West,Computer Peripherals,Nova Distribution,Laval Distribution Center,Fulfilled,198,4349,10567.84,TRUE,11,FALSE,6822.06,3476.6,7040
23-05-24,Montreal West,Smart Devices,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,332,2679,14966.28,TRUE,16,FALSE,61605.63,4706.7,5044
24-05-24,Montreal South,Consumer Electronics,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,620,5174,16038.02,TRUE,24,FALSE,93547.38,4529,6073
25-05-24,Montreal North,Home Appliances,Nova Distribution,Verdun Storage Facility,Fulfilled,168,2835,11992.37,TRUE,29,FALSE,21819.07,3397.4,8936
26-05-24,Montreal East,Home Appliances,Montelix Supply Co.,Verdun Storage Facility,Pending,189,2456,17897.42,TRUE,13,FALSE,17750.27,1615.3,7462
26-05-24,Montreal West,Computer Peripherals,ElectraTech Inc.,Verdun Storage Facility,Canceled,919,211,11690.54,TRUE,24,FALSE,186526.56,1453.3,7157
27-05-24,Montreal East,Computer Peripherals,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,873,3042,9430.73,TRUE,8,FALSE,90454.17,2258.1,9140
28-05-24,Montreal West,Home Appliances,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,167,1404,1681.8,FALSE,16,FALSE,27717.13,1388.7,7737
29-05-24,Montreal West,Consumer Electronics,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,852,1239,5703.39,FALSE,22,FALSE,26412.88,3792.4,7710
30-05-24,Montreal North,Smart Devices,Nova Distribution,Laval Distribution Center,Canceled,500,4438,13241.22,FALSE,17,FALSE,75712.34,4224,12394
31-05-24,Montreal South,Consumer Electronics,PixelSource Ltd.,Ville-Marie Hub,Canceled,460,2736,6138.63,TRUE,26,FALSE,45876.25,1673.3,5826
31-05-24,Montreal West,Home Appliances,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,890,1244,12718.95,TRUE,18,FALSE,193298.96,3014.6,10238
01-06-24,Montreal East,Consumer Electronics,PixelSource Ltd.,Verdun Storage Facility,Pending,595,4386,11169.48,TRUE,5,TRUE,74942.31,4964.7,7536
02-06-24,Montreal East,Smart Devices,PixelSource Ltd.,Laval Distribution Center,Pending,304,4374,9401.52,FALSE,18,FALSE,16199.56,4699.7,7667
03-06-24,Montreal East,Home Appliances,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,70,3992,6693.27,TRUE,17,FALSE,14717.96,2648.2,9902
04-06-24,Montreal North,Home Appliances,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,440,719,7178.08,TRUE,6,FALSE,33945.09,3513.1,12182
05-06-24,Montreal West,Smart Devices,Nova Distribution,Ville-Marie Hub,Fulfilled,721,5196,9470.58,TRUE,28,FALSE,69940.95,3332.3,7868
05-06-24,Montreal South,Home Appliances,Montelix Supply Co.,Laval Distribution Center,Fulfilled,78,702,3935.43,TRUE,10,FALSE,12782.99,2147.9,5332
06-06-24,Montreal South,Consumer Electronics,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,511,2396,1561.68,TRUE,28,FALSE,13128.52,3475.9,12008
07-06-24,Montreal South,Home Appliances,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,230,4286,9929.67,TRUE,26,FALSE,6679.75,4139.4,6479
08-06-24,Montreal South,Computer Peripherals,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,446,4270,14383.27,TRUE,29,FALSE,7449.49,4446.8,9993
09-06-24,Montreal South,Smart Devices,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,377,4520,7740.43,TRUE,29,FALSE,50918.89,2531.7,9650
10-06-24,Montreal South,Home Appliances,Nova Distribution,Laval Distribution Center,Fulfilled,145,973,2676.06,TRUE,17,FALSE,6820.83,2166.1,8183
11-06-24,Montreal East,Smart Devices,Nova Distribution,Laval Distribution Center,Pending,704,2823,7139.54,TRUE,7,FALSE,66419.95,3559.3,8015
11-06-24,Montreal South,Smart Devices,Nova Distribution,Laval Distribution Center,Pending,910,2794,4463.64,TRUE,24,FALSE,62623.96,2756.4,12427
12-06-24,Montreal North,Computer Peripherals,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,790,2047,1345.77,TRUE,1,FALSE,148237.94,3170.8,7906
13-06-24,Montreal East,Consumer Electronics,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,577,4547,8158.07,FALSE,12,FALSE,126683.59,2145.4,7708
14-06-24,Montreal North,Home Appliances,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,900,227,6359.19,TRUE,24,FALSE,64136.99,803.6,9955
15-06-24,Montreal East,Home Appliances,PixelSource Ltd.,Laval Distribution Center,Fulfilled,744,1496,12450.84,TRUE,10,FALSE,42758.01,3285.8,7208
16-06-24,Montreal North,Consumer Electronics,Nova Distribution,Ville-Marie Hub,Fulfilled,624,4782,11253.5,TRUE,21,FALSE,82679.56,4918.9,8624
16-06-24,Montreal West,Home Appliances,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,985,3314,5658.15,TRUE,29,FALSE,154206.61,3510.3,9082
17-06-24,Montreal East,Consumer Electronics,PixelSource Ltd.,Laval Distribution Center,Fulfilled,1052,5191,4946.21,TRUE,19,FALSE,159694.73,3257.9,10630
18-06-24,Montreal South,Smart Devices,PixelSource Ltd.,Laval Distribution Center,Fulfilled,353,2427,2422.58,TRUE,11,FALSE,34518.13,1851.7,7442
19-06-24,Montreal North,Smart Devices,PixelSource Ltd.,Ville-Marie Hub,Pending,1005,1146,12617.4,TRUE,25,FALSE,131563.22,692.2,9032
20-06-24,Montreal North,Smart Devices,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,205,203,13109,TRUE,23,FALSE,28201.46,1810,6861
21-06-24,Montreal North,Computer Peripherals,Montelix Supply Co.,Laval Distribution Center,Canceled,345,3025,14268.33,TRUE,15,TRUE,56539.64,3912.4,9561
21-06-24,Montreal West,Smart Devices,Montelix Supply Co.,Laval Distribution Center,Fulfilled,207,5548,10257.73,TRUE,25,FALSE,8121.68,2815.7,7023
22-06-24,Montreal West,Smart Devices,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,784,907,662.18,TRUE,24,TRUE,112250.69,670.1,8429
23-06-24,Montreal South,Computer Peripherals,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,458,303,2187.39,TRUE,21,FALSE,107930.56,2212.4,7850
24-06-24,Montreal North,Smart Devices,PixelSource Ltd.,Laval Distribution Center,Fulfilled,466,3557,8659.03,TRUE,11,FALSE,36357.02,4267.7,12612
25-06-24,Montreal West,Smart Devices,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,340,3637,1660.41,TRUE,19,FALSE,45780.58,2940.8,10650
26-06-24,Montreal North,Home Appliances,PixelSource Ltd.,Laval Distribution Center,Fulfilled,230,2530,11738.45,TRUE,1,FALSE,48441.55,2329.3,9136
26-06-24,Montreal West,Home Appliances,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,106,1505,17851.65,FALSE,8,FALSE,21144.14,1370.3,7735
27-06-24,Montreal South,Computer Peripherals,Nova Distribution,Laval Distribution Center,Pending,523,641,14183.43,TRUE,1,FALSE,114686.2,1425.3,9689
28-06-24,Montreal North,Consumer Electronics,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,642,2344,651.65,TRUE,6,FALSE,71204.44,3887.3,11646
29-06-24,Montreal West,Consumer Electronics,PixelSource Ltd.,Laval Distribution Center,Canceled,466,3164,4985.24,FALSE,25,FALSE,103034.5,2498.3,9421
30-06-24,Montreal South,Home Appliances,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,1106,576,5376.51,TRUE,28,FALSE,123574.58,1552.8,6812
01-07-24,Montreal West,Consumer Electronics,Nova Distribution,Laval Distribution Center,Fulfilled,451,2857,13023.56,TRUE,23,FALSE,87930.2,1803.7,11585
01-07-24,Montreal East,Consumer Electronics,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,864,844,9909.87,TRUE,23,TRUE,102951,781.7,6726
02-07-24,Montreal West,Consumer Electronics,Montelix Supply Co.,Verdun Storage Facility,Pending,679,657,9289.25,TRUE,19,FALSE,20468.57,461,10681
03-07-24,Montreal West,Computer Peripherals,ElectraTech Inc.,Laval Distribution Center,Fulfilled,570,244,12919.98,TRUE,8,FALSE,61882.76,807.5,5534
04-07-24,Montreal West,Consumer Electronics,Montelix Supply Co.,Laval Distribution Center,Fulfilled,434,1088,13339.38,TRUE,26,FALSE,9540.12,2989.5,7570
05-07-24,Montreal East,Computer Peripherals,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,699,4481,3163.83,TRUE,18,FALSE,73647.51,3548.4,8643
06-07-24,Montreal East,Computer Peripherals,Montelix Supply Co.,Ville-Marie Hub,Pending,120,2685,12981.02,TRUE,28,FALSE,18379.84,2152.4,9092
06-07-24,Montreal North,Smart Devices,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,94,1693,8574.81,TRUE,4,FALSE,16894.19,1940.3,6069
07-07-24,Montreal East,Smart Devices,Nova Distribution,Laval Distribution Center,Pending,748,1801,2221.49,FALSE,1,FALSE,119192.21,2423.9,6486
08-07-24,Montreal West,Consumer Electronics,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,698,2926,867.74,FALSE,27,FALSE,138241.55,3727.1,5635
09-07-24,Montreal South,Computer Peripherals,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,932,5218,4728.16,TRUE,29,FALSE,64577.1,3081.7,8663
10-07-24,Montreal South,Home Appliances,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,508,1380,8435.35,TRUE,3,FALSE,16611.3,1771.6,11271
11-07-24,Montreal West,Smart Devices,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,814,2277,10630.01,TRUE,19,FALSE,207814.61,4380.8,10170
11-07-24,Montreal South,Computer Peripherals,Montelix Supply Co.,Ville-Marie Hub,Canceled,531,4614,11589.54,TRUE,23,FALSE,128765.89,4458.6,9965
12-07-24,Montreal East,Home Appliances,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,293,2758,1800.33,TRUE,22,FALSE,8346.83,4147.4,7372
13-07-24,Montreal West,Home Appliances,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,1065,3233,9197.45,FALSE,7,FALSE,177284.69,2776,7621
14-07-24,Montreal South,Consumer Electronics,PixelSource Ltd.,Laval Distribution Center,Fulfilled,626,1668,3784.85,TRUE,15,FALSE,121404.07,1688.4,8920
15-07-24,Montreal North,Computer Peripherals,ElectraTech Inc.,Laval Distribution Center,Pending,126,2257,16001.47,TRUE,17,FALSE,14222.12,1648.5,9101
16-07-24,Montreal East,Home Appliances,ElectraTech Inc.,Verdun Storage Facility,Pending,449,843,10051.78,TRUE,9,FALSE,32593.92,2219.6,8092
16-07-24,Montreal East,Computer Peripherals,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,68,3708,14435.52,TRUE,17,FALSE,4533.74,3252.8,8642
17-07-24,Montreal North,Consumer Electronics,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,363,2681,5649.24,TRUE,25,FALSE,24684.09,4448.9,6954
18-07-24,Montreal North,Home Appliances,Nova Distribution,Laval Distribution Center,Fulfilled,610,5246,3746.41,TRUE,2,FALSE,44490.91,4971.3,7345
19-07-24,Montreal South,Smart Devices,Montelix Supply Co.,Verdun Storage Facility,Canceled,524,5037,12864.98,TRUE,19,FALSE,102533.13,5905.6,8102
20-07-24,Montreal West,Home Appliances,ElectraTech Inc.,Verdun Storage Facility,Pending,211,5021,2200.57,TRUE,21,FALSE,11857.95,2664.3,9568
